order_name,family_name,scientific_name,datetime,individuals
LEPIDOPTERA,ADELIDAE,Nematopogon adansoniella Vill.,5/2/2005,1
LEPIDOPTERA,ADELIDAE,Nematopogon adansoniella Vill.,5/29/2005,1
LEPIDOPTERA,ADELIDAE,Nematopogon adansoniella Vill.,4/29/2007,1
LEPIDOPTERA,ADELIDAE,Nematopogon adansoniella Vill.,5/14/2007,1
LEPIDOPTERA,ADELIDAE,Nematopogon adansoniella Vill.,5/21/2007,2
LEPIDOPTERA,ADELIDAE,Nematopogon adansoniella Vill.,5/5/2008,2
LEPIDOPTERA,ADELIDAE,Nematopogon adansoniella Vill.,5/6/2009,1
LEPIDOPTERA,ADELIDAE,Nematopogon adansoniella Vill.,6/2/2009,1
LEPIDOPTERA,ADELIDAE,Nematopogon robertella Cl.,6/25/1995,1
LEPIDOPTERA,ADELIDAE,Nematopogon robertella Cl.,6/27/2001,2
LEPIDOPTERA,ADELIDAE,Nematopogon robertella Cl.,6/10/2004,1
LEPIDOPTERA,ADELIDAE,Nematopogon robertella Cl.,6/20/2006,1
LEPIDOPTERA,ADELIDAE,Nematopogon robertella Cl.,6/8/2008,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,6/25/1992,3
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,6/28/1992,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/28/1992,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/4/1993,3
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/6/1994,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/11/1994,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/17/1994,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/21/1994,2
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/24/1994,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,8/7/1994,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/6/1995,3
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/9/1995,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/13/1995,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/21/1995,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/30/1995,2
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,8/2/1995,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,8/3/1995,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,8/16/1995,2
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,6/25/1996,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,6/30/1996,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/17/1996,2
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/29/1996,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,8/1/1996,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,6/30/1997,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/3/1997,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/8/1997,3
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/10/1997,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,8/3/1997,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,6/25/1998,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/19/1998,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/23/1998,2
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,8/2/1998,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,8/18/1998,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,8/23/1998,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,6/20/1999,2
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/1/1999,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/6/1999,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,8/15/1999,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,6/21/2000,5
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,6/27/2000,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/18/2000,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,8/13/2000,2
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,6/27/2001,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/3/2001,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/23/2001,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,8/13/2001,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,8/16/2001,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,6/18/2002,2
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,6/27/2002,2
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/15/2002,2
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/17/2002,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/10/2003,4
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,8/1/2004,2
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,8/3/2004,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,6/21/2005,4
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,6/26/2005,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,6/30/2005,2
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/7/2005,2
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/10/2005,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/11/2005,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/26/2005,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/6/2006,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/9/2006,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/20/2006,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,9/13/2006,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,6/22/2008,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/8/2008,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/23/2008,2
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,8/3/2008,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/10/2009,3
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,7/20/2009,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna atra Hw.,8/2/2009,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/23/1992,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/28/1992,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/6/1993,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/27/1993,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/30/1993,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,7/4/1993,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,7/11/1993,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/28/1994,4
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,7/6/1994,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,7/17/1995,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/30/1996,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,7/11/1996,2
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/12/1997,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/30/1997,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,7/8/1997,2
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,7/13/1997,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/21/1998,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,7/8/1998,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/16/1999,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/20/1999,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/27/1999,5
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/29/1999,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,7/1/1999,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,7/4/1999,5
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,7/6/1999,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,7/11/1999,3
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,7/19/1999,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/12/2000,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/21/2000,2
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/24/2001,2
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/27/2001,4
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,7/1/2001,5
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,7/3/2001,2
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,7/8/2001,2
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/10/2002,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/16/2002,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/18/2002,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/27/2002,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/15/2003,2
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/30/2004,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/21/2005,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,7/2/2006,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/10/2007,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/12/2007,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/21/2007,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/8/2008,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/16/2008,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/25/2008,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,7/2/2008,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,7/8/2008,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/28/2009,1
LEPIDOPTERA,AGONOXENIDAE,Blastodacna hellerella Dup.,6/29/2009,1
LEPIDOPTERA,AGONOXENIDAE,Chrysoclista linneella Cl.,7/21/1994,1
LEPIDOPTERA,AGONOXENIDAE,Chrysoclista linneella Cl.,8/13/1997,1
LEPIDOPTERA,AGONOXENIDAE,Chrysoclista linneella Cl.,7/29/2001,1
LEPIDOPTERA,AGONOXENIDAE,Chrysoclista linneella Cl.,8/7/2008,1
LEPIDOPTERA,ALUCITIDAE,Alucita hexadactyla L.,6/13/1994,1
LEPIDOPTERA,ALUCITIDAE,Alucita hexadactyla L.,5/8/1995,1
LEPIDOPTERA,ALUCITIDAE,Alucita hexadactyla L.,5/29/1997,1
LEPIDOPTERA,ALUCITIDAE,Alucita hexadactyla L.,6/22/1997,1
LEPIDOPTERA,ALUCITIDAE,Alucita hexadactyla L.,8/18/1998,1
LEPIDOPTERA,ALUCITIDAE,Alucita hexadactyla L.,5/26/2003,1
LEPIDOPTERA,ALUCITIDAE,Alucita hexadactyla L.,6/7/2004,1
LEPIDOPTERA,ALUCITIDAE,Alucita hexadactyla L.,7/26/2005,1
LEPIDOPTERA,ALUCITIDAE,Alucita hexadactyla L.,5/31/2006,1
LEPIDOPTERA,ALUCITIDAE,Alucita hexadactyla L.,6/8/2006,4
LEPIDOPTERA,ALUCITIDAE,Alucita hexadactyla L.,6/2/2009,1
LEPIDOPTERA,AMPHISBATHIDAE,Pseudatemelia josephinae Toll,7/20/2009,1
LEPIDOPTERA,ARCTIIDAE,Arctia caja L.,7/12/1992,1
LEPIDOPTERA,ARCTIIDAE,Arctia caja L.,7/21/1997,1
LEPIDOPTERA,ARCTIIDAE,Arctia caja L.,7/14/2003,1
LEPIDOPTERA,ARCTIIDAE,Arctia caja L.,8/5/2005,1
LEPIDOPTERA,ARCTIIDAE,Atolmis rubricollis L.,7/2/1992,1
LEPIDOPTERA,ARCTIIDAE,Atolmis rubricollis L.,7/8/1992,1
LEPIDOPTERA,ARCTIIDAE,Atolmis rubricollis L.,7/9/1995,1
LEPIDOPTERA,ARCTIIDAE,Atolmis rubricollis L.,6/21/2000,1
LEPIDOPTERA,ARCTIIDAE,Atolmis rubricollis L.,7/10/2003,1
LEPIDOPTERA,ARCTIIDAE,Atolmis rubricollis L.,6/27/2004,1
LEPIDOPTERA,ARCTIIDAE,Atolmis rubricollis L.,6/26/2005,1
LEPIDOPTERA,ARCTIIDAE,Atolmis rubricollis L.,6/20/2006,1
LEPIDOPTERA,ARCTIIDAE,Atolmis rubricollis L.,6/25/2006,1
LEPIDOPTERA,ARCTIIDAE,Atolmis rubricollis L.,6/28/2006,3
LEPIDOPTERA,ARCTIIDAE,Atolmis rubricollis L.,7/6/2006,1
LEPIDOPTERA,ARCTIIDAE,Atolmis rubricollis L.,6/10/2007,1
LEPIDOPTERA,ARCTIIDAE,Atolmis rubricollis L.,6/25/2007,1
LEPIDOPTERA,ARCTIIDAE,Atolmis rubricollis L.,7/8/2007,1
LEPIDOPTERA,ARCTIIDAE,Atolmis rubricollis L.,6/28/2009,2
LEPIDOPTERA,ARCTIIDAE,Atolmis rubricollis L.,7/2/2009,4
LEPIDOPTERA,ARCTIIDAE,Callimorpha dominula L.,7/10/2009,1
LEPIDOPTERA,ARCTIIDAE,Cybosia mesomella L.,7/2/2000,1
LEPIDOPTERA,ARCTIIDAE,Cybosia mesomella L.,8/1/2004,1
LEPIDOPTERA,ARCTIIDAE,Eilema complana L.,7/14/1994,1
LEPIDOPTERA,ARCTIIDAE,Eilema complana L.,8/15/1996,1
LEPIDOPTERA,ARCTIIDAE,Eilema complana L.,8/18/1996,1
LEPIDOPTERA,ARCTIIDAE,Eilema complana L.,7/28/2002,1
LEPIDOPTERA,ARCTIIDAE,Eilema complana L.,8/4/2002,1
LEPIDOPTERA,ARCTIIDAE,Eilema complana L.,7/24/2003,1
LEPIDOPTERA,ARCTIIDAE,Eilema complana L.,7/31/2003,1
LEPIDOPTERA,ARCTIIDAE,Eilema complana L.,8/10/2004,1
LEPIDOPTERA,ARCTIIDAE,Eilema complana L.,7/10/2005,1
LEPIDOPTERA,ARCTIIDAE,Eilema depressa Esp.,7/17/1995,1
LEPIDOPTERA,ARCTIIDAE,Eilema depressa Esp.,8/8/1996,1
LEPIDOPTERA,ARCTIIDAE,Eilema depressa Esp.,7/21/1998,1
LEPIDOPTERA,ARCTIIDAE,Eilema depressa Esp.,7/24/2003,1
LEPIDOPTERA,ARCTIIDAE,Eilema depressa Esp.,8/8/2003,1
LEPIDOPTERA,ARCTIIDAE,Eilema depressa Esp.,7/18/2004,1
LEPIDOPTERA,ARCTIIDAE,Eilema depressa Esp.,7/14/2005,1
LEPIDOPTERA,ARCTIIDAE,Eilema depressa Esp.,9/21/2005,1
LEPIDOPTERA,ARCTIIDAE,Eilema depressa Esp.,7/20/2006,2
LEPIDOPTERA,ARCTIIDAE,Eilema depressa Esp.,7/27/2006,4
LEPIDOPTERA,ARCTIIDAE,Eilema depressa Esp.,7/8/2007,1
LEPIDOPTERA,ARCTIIDAE,Eilema depressa Esp.,7/18/2007,1
LEPIDOPTERA,ARCTIIDAE,Eilema depressa Esp.,7/25/2007,1
LEPIDOPTERA,ARCTIIDAE,Eilema depressa Esp.,8/8/2007,1
LEPIDOPTERA,ARCTIIDAE,Eilema depressa Esp.,7/20/2009,1
LEPIDOPTERA,ARCTIIDAE,Eilema lurideola Zinck.,7/11/1996,1
LEPIDOPTERA,ARCTIIDAE,Eilema lurideola Zinck.,7/24/1997,1
LEPIDOPTERA,ARCTIIDAE,Eilema lurideola Zinck.,7/28/2002,1
LEPIDOPTERA,ARCTIIDAE,Eilema lurideola Zinck.,7/24/2003,1
LEPIDOPTERA,ARCTIIDAE,Eilema lurideola Zinck.,8/1/2004,1
LEPIDOPTERA,ARCTIIDAE,Eilema lutarella L.,7/14/1994,1
LEPIDOPTERA,ARCTIIDAE,Eilema lutarella L.,7/29/1996,1
LEPIDOPTERA,ARCTIIDAE,Eilema lutarella L.,7/20/1997,2
LEPIDOPTERA,ARCTIIDAE,Eilema lutarella L.,7/21/1997,1
LEPIDOPTERA,ARCTIIDAE,Eilema lutarella L.,7/23/1998,1
LEPIDOPTERA,ARCTIIDAE,Eilema lutarella L.,7/28/1998,1
LEPIDOPTERA,ARCTIIDAE,Eilema lutarella L.,7/24/2000,1
LEPIDOPTERA,ARCTIIDAE,Eilema lutarella L.,7/28/2002,6
LEPIDOPTERA,ARCTIIDAE,Eilema lutarella L.,7/20/2003,1
LEPIDOPTERA,ARCTIIDAE,Eilema lutarella L.,7/24/2003,3
LEPIDOPTERA,ARCTIIDAE,Eilema lutarella L.,7/21/2004,1
LEPIDOPTERA,ARCTIIDAE,Eilema lutarella L.,8/1/2004,2
LEPIDOPTERA,ARCTIIDAE,Eilema lutarella L.,8/3/2004,9
LEPIDOPTERA,ARCTIIDAE,Eilema lutarella L.,7/20/2006,1
LEPIDOPTERA,ARCTIIDAE,Eilema sororcula Hfn.,6/8/2000,1
LEPIDOPTERA,ARCTIIDAE,Eilema sororcula Hfn.,5/31/2001,1
LEPIDOPTERA,ARCTIIDAE,Eilema sororcula Hfn.,6/7/2004,1
LEPIDOPTERA,ARCTIIDAE,Eilema sororcula Hfn.,6/2/2005,1
LEPIDOPTERA,ARCTIIDAE,Eilema sororcula Hfn.,6/8/2006,2
LEPIDOPTERA,ARCTIIDAE,Eilema sororcula Hfn.,6/11/2006,1
LEPIDOPTERA,ARCTIIDAE,Eilema sororcula Hfn.,5/30/2007,2
LEPIDOPTERA,ARCTIIDAE,Lithosia quadra L.,7/28/2008,1
LEPIDOPTERA,ARCTIIDAE,Miltochrista miniata Forst.,7/19/1999,1
LEPIDOPTERA,ARCTIIDAE,Miltochrista miniata Forst.,7/25/2004,1
LEPIDOPTERA,ARCTIIDAE,Miltochrista miniata Forst.,7/10/2005,1
LEPIDOPTERA,ARCTIIDAE,Pelosia muscerda Hfn.,8/3/1997,1
LEPIDOPTERA,ARCTIIDAE,Pelosia muscerda Hfn.,7/11/2002,1
LEPIDOPTERA,ARCTIIDAE,Pelosia muscerda Hfn.,7/24/2003,1
LEPIDOPTERA,ARCTIIDAE,Pelosia muscerda Hfn.,7/31/2003,3
LEPIDOPTERA,ARCTIIDAE,Pelosia muscerda Hfn.,8/2/2005,1
LEPIDOPTERA,ARCTIIDAE,Pelosia muscerda Hfn.,8/5/2005,1
LEPIDOPTERA,ARCTIIDAE,Pelosia muscerda Hfn.,7/27/2006,1
LEPIDOPTERA,ARCTIIDAE,Pelosia muscerda Hfn.,8/13/2007,1
LEPIDOPTERA,ARCTIIDAE,Pelosia muscerda Hfn.,7/20/2009,1
LEPIDOPTERA,ARCTIIDAE,Pelosia muscerda Hfn.,8/2/2009,3
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,7/21/1994,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,7/27/1994,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,8/11/1994,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,8/8/1996,2
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,8/3/1997,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,7/23/1998,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,7/19/1999,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,7/21/1999,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,7/24/2000,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,8/6/2001,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,7/11/2002,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,7/15/2002,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,7/28/2002,7
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,8/4/2002,2
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,7/20/2003,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,7/31/2003,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,8/8/2003,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,8/3/2004,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,8/8/2004,2
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,7/10/2005,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,7/19/2005,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,7/29/2005,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,7/20/2006,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,7/27/2006,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,7/25/2007,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,7/8/2008,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,7/23/2008,5
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,8/3/2008,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,8/7/2008,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,7/27/2009,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,8/2/2009,1
LEPIDOPTERA,ARCTIIDAE,Phragmatobia fuliginosa L.,8/16/2009,1
LEPIDOPTERA,ARCTIIDAE,Spilosoma lubricipeda L.,6/7/1998,1
LEPIDOPTERA,ARCTIIDAE,Spilosoma lubricipeda L.,6/8/2006,1
LEPIDOPTERA,ARCTIIDAE,Spilosoma lutea Hfn.,6/24/1993,1
LEPIDOPTERA,ARCTIIDAE,Spilosoma lutea Hfn.,6/30/1997,1
LEPIDOPTERA,ARCTIIDAE,Spilosoma lutea Hfn.,7/10/2003,1
LEPIDOPTERA,ARCTIIDAE,Spilosoma lutea Hfn.,8/28/2003,1
LEPIDOPTERA,ARCTIIDAE,Spilosoma lutea Hfn.,6/14/2005,1
LEPIDOPTERA,ARCTIIDAE,Spilosoma urticae Esp.,6/10/2002,1
LEPIDOPTERA,ARCTIIDAE,Spilosoma urticae Esp.,6/9/2003,1
LEPIDOPTERA,ARCTIIDAE,Thumatha senex Hb.,7/5/1992,1
LEPIDOPTERA,ARCTIIDAE,Thumatha senex Hb.,7/6/1997,1
LEPIDOPTERA,ARCTIIDAE,Thumatha senex Hb.,7/8/1997,1
LEPIDOPTERA,AUTOSTICHIDAE,Oegoconia caradjai PG. & Cap.,8/8/2003,5
LEPIDOPTERA,AUTOSTICHIDAE,Oegoconia caradjai PG. & Cap.,8/14/2003,3
LEPIDOPTERA,AUTOSTICHIDAE,Oegoconia caradjai PG. & Cap.,8/28/2003,1
LEPIDOPTERA,AUTOSTICHIDAE,Oegoconia caradjai PG. & Cap.,7/18/2004,1
