order_name,family_name,datetime,individuals,tempmax,tempmin,temp_daily,humidity
COLEOPTERA,CARABIDAE,37119,11,82.8,65.6,72.8,77
COLEOPTERA,CARABIDAE,37129,8,73.5,61.3,66.8,89.9
COLEOPTERA,CARABIDAE,37452,2,78.7,57.9,68.8,65.8
COLEOPTERA,CARABIDAE,37454,1,79.3,61.3,70.3,66.1
COLEOPTERA,CARABIDAE,37465,2,77.2,58.6,68.5,76.1
COLEOPTERA,CARABIDAE,37487,1,79.1,64.6,71.1,72.8
COLEOPTERA,CARABIDAE,37816,1,79.2,57,68.5,72
COLEOPTERA,CARABIDAE,38189,1,59.2,53.4,56.1,95.2
COLEOPTERA,CARABIDAE,37841,2,81.8,58.6,71.1,68.8
COLEOPTERA,CARABIDAE,37847,1,68.1,59.6,63.2,70.6
COLEOPTERA,CARABIDAE,38186,6,73.6,58.3,65.3,79.2
COLEOPTERA,CARABIDAE,38193,2,60.7,53.1,57.4,91.8
COLEOPTERA,CARABIDAE,38197,1,74.5,52.2,64.8,66.9
COLEOPTERA,CARABIDAE,38200,27,73.2,60.1,67.3,79.5
COLEOPTERA,CARABIDAE,38202,1,66.8,60.7,64.3,90.3
COLEOPTERA,CARABIDAE,38204,1,77.1,61.1,68.1,82.6
COLEOPTERA,CARABIDAE,38209,1,79.2,60.1,70,72.3
COLEOPTERA,CARABIDAE,38211,2,75.7,61.5,67.7,78.6
COLEOPTERA,CARABIDAE,38543,3,81.8,61.9,71.5,67.6
COLEOPTERA,CARABIDAE,38552,5,70,61.1,64.9,81.9
COLEOPTERA,CARABIDAE,38578,6,66.9,48.4,59.2,76.8
COLEOPTERA,CARABIDAE,38580,1,68.9,53,60.4,81.3
COLEOPTERA,CARABIDAE,38586,3,72.8,59.3,65.5,78.2
COLEOPTERA,CARABIDAE,38589,1,61.9,56.4,59.5,88.1
COLEOPTERA,CARABIDAE,38925,6,81.5,65.2,74.5,64.6
COLEOPTERA,CARABIDAE,38935,3,79.2,62,70.3,62.1
COLEOPTERA,CARABIDAE,38939,2,70.4,58.2,63.9,72.5
COLEOPTERA,CARABIDAE,38953,1,69.7,54.8,62.5,80.8
COLEOPTERA,CARABIDAE,38960,1,66.1,58.1,61.8,74.5
COLEOPTERA,CARABIDAE,39243,3,81.7,60.4,71.9,55.4
COLEOPTERA,CARABIDAE,39245,1,78.3,62,71.1,54.2
COLEOPTERA,CARABIDAE,39281,2,75.3,59.2,67.2,66.9
COLEOPTERA,CARABIDAE,39302,1,78.1,60.8,68.5,78.6
COLEOPTERA,CARABIDAE,39307,4,73.7,55.3,65.2,75.4
COLEOPTERA,CARABIDAE,39317,1,71.3,63.3,66.4,90.9
COLEOPTERA,CARABIDAE,39637,2,66.6,55.4,61.1,79.5
COLEOPTERA,CARABIDAE,39657,1,82.5,60,71.9,57.2
COLEOPTERA,CARABIDAE,39663,3,75.3,62.7,67.6,67.3
COLEOPTERA,CARABIDAE,39992,1,74.6,56.3,65.9,70.5
COLEOPTERA,CARABIDAE,39993,1,73.5,58.3,66.3,74.8
COLEOPTERA,CARABIDAE,39996,1,78.8,64.2,71.8,69
COLEOPTERA,CARABIDAE,40014,1,68.8,55.6,61.8,83.3
COLEOPTERA,CARABIDAE,40031,1,75.3,62.4,68.3,78.6
COLEOPTERA,CARABIDAE,40041,1,74.2,62.8,68,74.6
COLEOPTERA,CARABIDAE,40052,1,75.7,60.5,68.4,72
COLEOPTERA,CARABIDAE,34913,1,82,62,71.6,61.8
COLEOPTERA,CARABIDAE,35611,1,73.8,61.1,67,84.3
COLEOPTERA,CARABIDAE,35632,1,78.9,60.9,68.3,66.5
COLEOPTERA,CARABIDAE,35645,2,74.9,60.1,67.4,74.2
COLEOPTERA,CARABIDAE,35649,1,77.3,60.3,69.6,67.8
COLEOPTERA,CARABIDAE,35997,6,75.8,56.3,67.8,77.5
COLEOPTERA,CARABIDAE,35999,4,71.8,55,64,82
COLEOPTERA,CARABIDAE,36360,1,76.4,55.5,67.8,77.3
COLEOPTERA,CARABIDAE,36698,1,86,64.1,75.6,67.5
COLEOPTERA,CARABIDAE,37095,4,73.5,61.2,67.1,75.5
COLEOPTERA,CARABIDAE,37129,2,73.5,61.3,66.8,89.9
COLEOPTERA,CARABIDAE,37479,1,77,63.4,69.4,84.1
COLEOPTERA,CARABIDAE,37833,1,78.8,57.6,69.2,63.9
COLEOPTERA,CARABIDAE,37841,1,81.8,58.6,71.1,68.8
COLEOPTERA,CARABIDAE,38186,3,73.6,58.3,65.3,79.2
COLEOPTERA,CARABIDAE,38197,1,74.5,52.2,64.8,66.9
COLEOPTERA,CARABIDAE,38200,22,73.2,60.1,67.3,79.5
COLEOPTERA,CARABIDAE,38202,1,66.8,60.7,64.3,90.3
COLEOPTERA,CARABIDAE,38204,1,77.1,61.1,68.1,82.6
COLEOPTERA,CARABIDAE,38209,1,79.2,60.1,70,72.3
COLEOPTERA,CARABIDAE,38543,1,81.8,61.9,71.5,67.6
COLEOPTERA,CARABIDAE,38586,1,72.8,59.3,65.5,78.2
COLEOPTERA,CARABIDAE,38925,3,81.5,65.2,74.5,64.6
COLEOPTERA,CARABIDAE,38932,1,71.4,56.9,65,70.8
COLEOPTERA,CARABIDAE,39307,3,73.7,55.3,65.2,75.4
COLEOPTERA,CARABIDAE,39996,3,78.8,64.2,71.8,69
COLEOPTERA,CARABIDAE,40014,1,68.8,55.6,61.8,83.3
COLEOPTERA,CARABIDAE,34154,1,71.7,59.1,63.6,72.2
COLEOPTERA,CARABIDAE,34893,3,78.9,59.1,68.1,70.5
COLEOPTERA,CARABIDAE,34901,2,82.5,62.7,72.6,76
COLEOPTERA,CARABIDAE,34912,2,80.7,60.9,71.3,61.4
COLEOPTERA,CARABIDAE,34927,1,76.9,59.1,67.5,70.1
COLEOPTERA,CARABIDAE,35614,1,71.8,58.6,64.8,79.9
COLEOPTERA,CARABIDAE,35632,3,78.9,60.9,68.3,66.5
COLEOPTERA,CARABIDAE,35634,1,71.7,57.3,64.5,81.9
COLEOPTERA,CARABIDAE,35645,1,74.9,60.1,67.4,74.2
COLEOPTERA,CARABIDAE,35649,2,77.3,60.3,69.6,67.8
COLEOPTERA,CARABIDAE,35655,1,83.2,60.4,72.3,67.5
COLEOPTERA,CARABIDAE,35997,17,75.8,56.3,67.8,77.5
COLEOPTERA,CARABIDAE,35999,3,71.8,55,64,82
COLEOPTERA,CARABIDAE,36025,1,67.9,57.1,62.3,75.2
COLEOPTERA,CARABIDAE,36352,1,80,54.2,69.1,62.2
COLEOPTERA,CARABIDAE,36360,1,76.4,55.5,67.8,77.3
COLEOPTERA,CARABIDAE,36713,1,62.6,55.7,59.3,76.2
COLEOPTERA,CARABIDAE,36731,1,71.7,54.7,63.3,80.3
COLEOPTERA,CARABIDAE,36737,1,66.9,55.7,61.1,85.9
COLEOPTERA,CARABIDAE,36758,1,69.9,54.3,61.9,78.3
COLEOPTERA,CARABIDAE,37080,2,85.8,70.4,76.7,77.8
COLEOPTERA,CARABIDAE,37101,1,77.3,61.9,69.5,77
COLEOPTERA,CARABIDAE,37105,1,69.9,54.2,62.5,69.9
COLEOPTERA,CARABIDAE,37452,2,78.7,57.9,68.8,65.8
COLEOPTERA,CARABIDAE,37454,2,79.3,61.3,70.3,66.1
COLEOPTERA,CARABIDAE,37465,2,77.2,58.6,68.5,76.1
COLEOPTERA,CARABIDAE,37822,1,76.9,60.9,69.9,69.9
COLEOPTERA,CARABIDAE,37841,1,81.8,58.6,71.1,68.8
COLEOPTERA,CARABIDAE,38186,14,73.6,58.3,65.3,79.2
COLEOPTERA,CARABIDAE,38193,6,60.7,53.1,57.4,91.8
COLEOPTERA,CARABIDAE,38200,13,73.2,60.1,67.3,79.5
COLEOPTERA,CARABIDAE,38202,1,66.8,60.7,64.3,90.3
COLEOPTERA,CARABIDAE,38543,4,81.8,61.9,71.5,67.6
COLEOPTERA,CARABIDAE,38544,1,82.7,62.3,73.1,58
COLEOPTERA,CARABIDAE,38547,1,72.3,58.5,65.8,68.3
COLEOPTERA,CARABIDAE,38552,8,70,61.1,64.9,81.9
COLEOPTERA,CARABIDAE,38918,4,82.4,66.1,73.8,68.3
COLEOPTERA,CARABIDAE,38925,4,81.5,65.2,74.5,64.6
COLEOPTERA,CARABIDAE,38932,1,71.4,56.9,65,70.8
COLEOPTERA,CARABIDAE,38939,3,70.4,58.2,63.9,72.5
COLEOPTERA,CARABIDAE,39243,1,81.7,60.4,71.9,55.4
COLEOPTERA,CARABIDAE,39281,3,75.3,59.2,67.2,66.9
COLEOPTERA,CARABIDAE,39302,2,78.1,60.8,68.5,78.6
COLEOPTERA,CARABIDAE,39307,4,73.7,55.3,65.2,75.4
COLEOPTERA,CARABIDAE,39637,2,66.6,55.4,61.1,79.5
COLEOPTERA,CARABIDAE,39657,1,82.5,60,71.9,57.2
COLEOPTERA,CARABIDAE,39663,1,75.3,62.7,67.6,67.3
COLEOPTERA,CARABIDAE,39667,1,78.5,62,69.7,75.8
COLEOPTERA,CARABIDAE,39674,1,67.4,59.3,62.9,71.9
COLEOPTERA,CARABIDAE,39996,1,78.8,64.2,71.8,69
COLEOPTERA,CARABIDAE,40014,1,68.8,55.6,61.8,83.3
COLEOPTERA,CARABIDAE,34910,1,82.5,58.2,71.1,61.8
COLEOPTERA,CARABIDAE,34924,1,82,60.9,70.9,68.4
COLEOPTERA,CARABIDAE,36698,1,86,64.1,75.6,67.5
COLEOPTERA,CARABIDAE,37080,1,85.8,70.4,76.7,77.8
COLEOPTERA,CARABIDAE,37822,1,76.9,60.9,69.9,69.9
COLEOPTERA,CARABIDAE,38904,1,84.5,64.2,75.1,56.4
COLEOPTERA,CARABIDAE,39637,2,66.6,55.4,61.1,79.5
COLEOPTERA,CARABIDAE,39996,1,78.8,64.2,71.8,69
COLEOPTERA,CARABIDAE,34900,1,77.3,57.1,67.3,78
COLEOPTERA,CARABIDAE,35295,1,78.4,54.1,66.1,68.1
COLEOPTERA,CARABIDAE,35624,2,71.2,56.9,64.5,66.5
COLEOPTERA,CARABIDAE,35634,1,71.7,57.3,64.5,81.9
COLEOPTERA,CARABIDAE,35635,1,73,60.9,65.8,80.9
COLEOPTERA,CARABIDAE,35645,2,74.9,60.1,67.4,74.2
COLEOPTERA,CARABIDAE,35997,2,75.8,56.3,67.8,77.5
COLEOPTERA,CARABIDAE,36025,1,67.9,57.1,62.3,75.2
COLEOPTERA,CARABIDAE,36027,1,68.1,57.1,62.5,77.7
COLEOPTERA,CARABIDAE,36342,1,66.3,53.7,60.9,77.3
COLEOPTERA,CARABIDAE,36345,3,75.3,60.4,66.3,83.1
COLEOPTERA,CARABIDAE,36352,1,80,54.2,69.1,62.2
COLEOPTERA,CARABIDAE,37095,1,73.5,61.2,67.1,75.5
COLEOPTERA,CARABIDAE,37465,1,77.2,58.6,68.5,76.1
COLEOPTERA,CARABIDAE,37833,1,78.8,57.6,69.2,63.9
COLEOPTERA,CARABIDAE,38186,2,73.6,58.3,65.3,79.2
COLEOPTERA,CARABIDAE,38189,1,59.2,53.4,56.1,95.2
COLEOPTERA,CARABIDAE,38193,1,60.7,53.1,57.4,91.8
COLEOPTERA,CARABIDAE,38197,1,74.5,52.2,64.8,66.9
COLEOPTERA,CARABIDAE,38200,2,73.2,60.1,67.3,79.5
COLEOPTERA,CARABIDAE,38204,1,77.1,61.1,68.1,82.6
COLEOPTERA,CARABIDAE,38207,1,79.2,63,71,69.6
COLEOPTERA,CARABIDAE,38529,1,70.3,52.3,63,66.5
COLEOPTERA,CARABIDAE,38543,1,81.8,61.9,71.5,67.6
COLEOPTERA,CARABIDAE,38547,3,72.3,58.5,65.8,68.3
COLEOPTERA,CARABIDAE,39243,1,81.7,60.4,71.9,55.4
COLEOPTERA,CARABIDAE,39663,1,75.3,62.7,67.6,67.3
COLEOPTERA,CARABIDAE,38197,1,74.5,52.2,64.8,66.9
COLEOPTERA,CARABIDAE,35655,1,83.2,60.4,72.3,67.5
COLEOPTERA,CARABIDAE,37465,1,77.2,58.6,68.5,76.1
COLEOPTERA,CARABIDAE,37822,2,76.9,60.9,69.9,69.9
COLEOPTERA,CARABIDAE,37833,1,78.8,57.6,69.2,63.9
COLEOPTERA,CARABIDAE,38186,1,73.6,58.3,65.3,79.2
COLEOPTERA,CARABIDAE,38197,1,74.5,52.2,64.8,66.9
COLEOPTERA,CARABIDAE,38200,4,73.2,60.1,67.3,79.5
COLEOPTERA,CARABIDAE,38586,1,72.8,59.3,65.5,78.2
COLEOPTERA,CARABIDAE,38925,1,81.5,65.2,74.5,64.6
COLEOPTERA,CARABIDAE,37822,1,76.9,60.9,69.9,69.9
COLEOPTERA,CARABIDAE,34931,1,80.7,60.7,71,71.2
COLEOPTERA,CARABIDAE,35624,1,71.2,56.9,64.5,66.5
COLEOPTERA,CARABIDAE,35933,1,68.5,45.8,58.9,68
COLEOPTERA,CARABIDAE,35997,2,75.8,56.3,67.8,77.5
COLEOPTERA,CARABIDAE,36327,1,69.9,53.7,62.3,76.7
COLEOPTERA,CARABIDAE,36352,1,80,54.2,69.1,62.2
COLEOPTERA,CARABIDAE,36656,2,77,44.8,59.5,62.1
COLEOPTERA,CARABIDAE,36662,3,78.4,53.3,66,62.3
COLEOPTERA,CARABIDAE,36698,3,86,64.1,75.6,67.5
COLEOPTERA,CARABIDAE,36731,1,71.7,54.7,63.3,80.3
COLEOPTERA,CARABIDAE,37069,7,78.3,52.9,67.5,62.5
COLEOPTERA,CARABIDAE,37073,1,68.7,58.5,62.9,74.8
COLEOPTERA,CARABIDAE,37080,1,85.8,70.4,76.7,77.8
COLEOPTERA,CARABIDAE,37095,2,73.5,61.2,67.1,75.5
COLEOPTERA,CARABIDAE,37417,1,70.7,53.8,63.2,75.1
COLEOPTERA,CARABIDAE,37479,1,77,63.4,69.4,84.1
COLEOPTERA,CARABIDAE,38182,1,61.9,52.4,56.6,75.4
COLEOPTERA,CARABIDAE,38186,1,73.6,58.3,65.3,79.2
COLEOPTERA,CARABIDAE,38501,1,68.1,55.1,62.5,64.4
COLEOPTERA,CARABIDAE,38529,1,70.3,52.3,63,66.5
COLEOPTERA,CARABIDAE,38543,1,81.8,61.9,71.5,67.6
COLEOPTERA,CARABIDAE,38547,1,72.3,58.5,65.8,68.3
COLEOPTERA,CARABIDAE,38578,1,66.9,48.4,59.2,76.8
COLEOPTERA,CARABIDAE,38888,1,73.2,62,67.3,68.8
COLEOPTERA,CARABIDAE,38925,1,81.5,65.2,74.5,64.6
COLEOPTERA,CARABIDAE,39243,5,81.7,60.4,71.9,55.4
COLEOPTERA,CARABIDAE,39245,2,78.3,62,71.1,54.2
COLEOPTERA,CARABIDAE,39624,1,65,44.7,56,65.9
COLEOPTERA,CARABIDAE,39996,1,78.8,64.2,71.8,69
COLEOPTERA,CARABIDAE,40004,1,61.1,53.8,57.8,82.5
COLEOPTERA,CARABIDAE,37095,1,73.5,61.2,67.1,75.5
COLEOPTERA,CARABIDAE,38186,2,73.6,58.3,65.3,79.2
COLEOPTERA,CARABIDAE,39581,1,56.4,46.2,50.8,47.4
COLEOPTERA,CARABIDAE,39992,1,74.6,56.3,65.9,70.5
COLEOPTERA,CARABIDAE,40004,1,61.1,53.8,57.8,82.5
COLEOPTERA,CARABIDAE,40014,1,68.8,55.6,61.8,83.3
COLEOPTERA,CARABIDAE,40050,1,71.8,63.5,66.9,81.1
COLEOPTERA,CARABIDAE,37465,1,77.2,58.6,68.5,76.1
COLEOPTERA,CARABIDAE,39243,6,81.7,60.4,71.9,55.4
COLEOPTERA,CARABIDAE,39996,1,78.8,64.2,71.8,69
COLEOPTERA,CARABIDAE,34542,1,82.5,66.3,74.7,67
COLEOPTERA,CARABIDAE,34877,2,69.9,57.3,63.7,54.5
COLEOPTERA,CARABIDAE,34889,1,75.1,57.3,65.8,68.1
COLEOPTERA,CARABIDAE,34931,1,80.7,60.7,71,71.2
COLEOPTERA,CARABIDAE,35621,1,75.5,54.8,65.9,68.8
COLEOPTERA,CARABIDAE,35624,2,71.2,56.9,64.5,66.5
COLEOPTERA,CARABIDAE,35673,1,75.3,53.9,64.8,76.1
COLEOPTERA,CARABIDAE,35997,4,75.8,56.3,67.8,77.5
COLEOPTERA,CARABIDAE,36345,1,75.3,60.4,66.3,83.1
COLEOPTERA,CARABIDAE,36377,1,79.3,56,68.2,67.4
COLEOPTERA,CARABIDAE,36662,1,78.4,53.3,66,62.3
COLEOPTERA,CARABIDAE,36698,2,86,64.1,75.6,67.5
COLEOPTERA,CARABIDAE,36713,1,62.6,55.7,59.3,76.2
COLEOPTERA,CARABIDAE,37105,1,69.9,54.2,62.5,69.9
COLEOPTERA,CARABIDAE,37465,1,77.2,58.6,68.5,76.1
COLEOPTERA,CARABIDAE,37472,1,73.2,62,67.2,78.2
COLEOPTERA,CARABIDAE,37781,2,63.6,57.7,60.4,83.6
COLEOPTERA,CARABIDAE,37847,1,68.1,59.6,63.2,70.6
COLEOPTERA,CARABIDAE,38529,1,70.3,52.3,63,66.5
COLEOPTERA,CARABIDAE,38543,1,81.8,61.9,71.5,67.6
COLEOPTERA,CARABIDAE,38925,1,81.5,65.2,74.5,64.6
COLEOPTERA,CARABIDAE,39239,1,73.6,59.4,65.8,67.7
COLEOPTERA,CARABIDAE,39243,3,81.7,60.4,71.9,55.4
COLEOPTERA,CARABIDAE,39581,1,56.4,46.2,50.8,47.4
COLEOPTERA,CARABIDAE,39996,1,78.8,64.2,71.8,69
COLEOPTERA,CARABIDAE,37826,1,74.2,59.1,67.5,77.4
COLEOPTERA,CARABIDAE,35624,1,71.2,56.9,64.5,66.5
COLEOPTERA,CARABIDAE,37080,1,85.8,70.4,76.7,77.8
COLEOPTERA,CARABIDAE,36698,1,86,64.1,75.6,67.5
COLEOPTERA,CARABIDAE,35997,1,75.8,56.3,67.8,77.5
COLEOPTERA,CARABIDAE,36698,1,86,64.1,75.6,67.5
COLEOPTERA,CARABIDAE,35632,1,78.9,60.9,68.3,66.5
COLEOPTERA,CARABIDAE,34901,1,82.5,62.7,72.6,76
COLEOPTERA,CARABIDAE,35621,1,75.5,54.8,65.9,68.8
COLEOPTERA,CARABIDAE,35632,1,78.9,60.9,68.3,66.5
COLEOPTERA,CARABIDAE,37097,1,79.6,60.1,70.6,69.2
COLEOPTERA,CARABIDAE,39657,1,82.5,60,71.9,57.2
COLEOPTERA,CARABIDAE,36360,1,76.4,55.5,67.8,77.3
COLEOPTERA,CARABIDAE,37452,1,78.7,57.9,68.8,65.8
COLEOPTERA,CARABIDAE,34571,1,66.3,59.1,62.3,89.8
COLEOPTERA,CARABIDAE,34900,1,77.3,57.1,67.3,78
COLEOPTERA,CARABIDAE,34927,1,76.9,59.1,67.5,70.1
COLEOPTERA,CARABIDAE,35649,1,77.3,60.3,69.6,67.8
COLEOPTERA,CARABIDAE,35999,1,71.8,55,64,82
COLEOPTERA,CARABIDAE,36380,1,68.1,60.9,64.1,94.5
COLEOPTERA,CARABIDAE,36698,3,86,64.1,75.6,67.5
COLEOPTERA,CARABIDAE,36713,1,62.6,55.7,59.3,76.2
COLEOPTERA,CARABIDAE,36758,1,69.9,54.3,61.9,78.3
COLEOPTERA,CARABIDAE,37069,1,78.3,52.9,67.5,62.5
COLEOPTERA,CARABIDAE,38893,1,76.6,57.2,67.6,64.3
COLEOPTERA,CARABIDAE,39663,1,75.3,62.7,67.6,67.3
COLEOPTERA,CARABIDAE,35632,1,78.9,60.9,68.3,66.5
COLEOPTERA,CARABIDAE,35645,2,74.9,60.1,67.4,74.2
COLEOPTERA,CARABIDAE,35649,3,77.3,60.3,69.6,67.8
COLEOPTERA,CARABIDAE,35655,2,83.2,60.4,72.3,67.5
COLEOPTERA,CARABIDAE,36352,1,80,54.2,69.1,62.2
COLEOPTERA,CARABIDAE,37129,1,73.5,61.3,66.8,89.9
COLEOPTERA,CARABIDAE,37454,1,79.3,61.3,70.3,66.1
COLEOPTERA,CARABIDAE,37761,2,57.9,50.1,53.5,81.8
COLEOPTERA,CARABIDAE,38209,1,79.2,60.1,70,72.3
COLEOPTERA,CARABIDAE,38547,2,72.3,58.5,65.8,68.3
COLEOPTERA,CARABIDAE,38552,4,70,61.1,64.9,81.9
COLEOPTERA,CARABIDAE,38925,6,81.5,65.2,74.5,64.6
COLEOPTERA,CARABIDAE,38932,6,71.4,56.9,65,70.8
COLEOPTERA,CARABIDAE,38939,1,70.4,58.2,63.9,72.5
COLEOPTERA,CARABIDAE,39281,1,75.3,59.2,67.2,66.9
COLEOPTERA,CARABIDAE,39302,1,78.1,60.8,68.5,78.6
COLEOPTERA,CARABIDAE,39637,4,66.6,55.4,61.1,79.5
COLEOPTERA,CARABIDAE,39663,1,75.3,62.7,67.6,67.3
